/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_8953.jpg 120
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_6193.jpg 144
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_3208.jpg 342
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_9382.jpg 11
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_7494.jpg 72
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_3075.jpg 365
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_7195.jpg 376
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_8161.jpg 314
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_1964.jpg 390
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_3535.jpg 48
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_296.jpg 323
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_4240.jpg 145
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_5548.jpg 30
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_7465.jpg 181
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_8732.jpg 291
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_4715.jpg 101
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_3507.jpg 83
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_7663.jpg 315
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_2137.jpg 258
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_5819.jpg 48
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_8248.jpg 63
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_1237.jpg 180
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_7401.jpg 76
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_6725.jpg 144
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_420.jpg 46
/home/jshoun01/Data/metis/kaggle_whale/data/imgs/w_5757.jpg 271
